ICD,Flag,ICDString,CCSCode,CCSString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString
647,9,"Infectious and parasitic conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium",181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
648,9,"Other current conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium",186,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
649,9,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
650,9,Normal delivery,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery
651,9,Multiple gestation,196,Other pregnancy and delivery including normal,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.7,Normal pregnancy and/or delivery
652,9,Malposition and malpresentation of fetus,187,Malposition; malpresentation,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
653,9,"Disproportion in pregnancy, labor, and delivery",188,Fetopelvic disproportion; obstruction,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
654,9,"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium",195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
655,9,Known or suspected fetal abnormality affecting management of mother,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
656,9,Other known or suspected fetal and placental problems affecting management of mother,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
657,9,Polyhydramnios,191,Polyhydramnios and other problems of amniotic cavity,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
658,9,Other problems associated with amniotic cavity and membranes,191,Polyhydramnios and other problems of amniotic cavity,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
659,9,"Other indications for care or intervention related to labor and delivery, not elsewhere classified",195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
660,9,Obstructed labor,187,Malposition; malpresentation,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
661,9,Abnormality of forces of labor,190,Fetal distress and abnormal forces of labor,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
662,9,Long labor,190,Fetal distress and abnormal forces of labor,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery,11,Complications of pregnancy; childbirth; and the puerperium,11.4,Indications for care in pregnancy; labor; and delivery
663,9,Umbilical cord complications during labor and delivery,192,Umbilical cord complication,11,Complications of pregnancy; childbirth; and the puerperium,11.5,Complications during labor,11,Complications of pregnancy; childbirth; and the puerperium,11.5,Complications during labor,11,Complications of pregnancy; childbirth; and the puerperium,11.5,Complications during labor
664,9,Trauma to perineum and vulva during delivery,193,OB-related trauma to perineum and vulva,11,Complications of pregnancy; childbirth; and the puerperium,11.5,Complications during labor,11,Complications of pregnancy; childbirth; and the puerperium,11.5,Complications during labor,11,Complications of pregnancy; childbirth; and the puerperium,11.5,Complications during labor
665,9,Other obstetrical trauma,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
666,9,Postpartum hemorrhage,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
667,9,"Retained placenta or membranes, without hemorrhage",195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
668,9,Complications of the administration of anesthetic or other sedation in labor and delivery,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
669,9,"Other complications of labor and delivery, not elsewhere classified",195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
670,9,Major puerperal infection,195,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother,11,Complications of pregnancy; childbirth; and the puerperium,11.6,Other complications of birth; puerperium affecting management of mother
